;EventTime;Origin;Destination
356;2022.62457;Kosovo;Germany
357;2022.62457;Kosovo;Cyprus
358;2022.63005;Kosovo;Germany
359;2022.13804;South Africa;Belgium
360;2022.4396199999999;Belgium;Russia
361;2022.69307;Russia;Taiwan
362;2022.42185;Belgium;Seychelles
363;2022.44102;Belgium;Hungary
364;2022.49034;Belgium;Italy
365;2022.4328;Belgium;Romania
366;2022.6903399999999;Belgium;Greece
367;2022.52596;Belgium;Albania
368;2022.67938;Belgium;Australia
369;2022.64924;Belgium;Peru
370;2022.5807499999999;Belgium;Chile
371;2022.54513;Belgium;Brazil
372;2022.39157;Belgium;Brazil
373;2022.68212;Brazil;Cambodia
374;2022.50678;Belgium;Cabo Verde
375;2022.6711599999999;Belgium;Morocco
376;2022.51774;Belgium;Moldova
377;2022.5013;Belgium;Marshall Islands
378;2022.37745;Belgium;Mexico
379;2022.65473;Mexico;Bonaire
380;2022.64377;Mexico;Jamaica
381;2022.43007;Belgium;Latvia
382;2022.42185;Belgium;China
383;2022.50678;Belgium;Hungary
384;2022.72596;Belgium;Spain
385;2022.4124299999999;Belgium;Bermuda
386;2022.50678;Bermuda;United Kingdom
387;2022.58898;Bermuda;Luxembourg
388;2022.57528;Bermuda;Cyprus
389;2022.29971;Belgium;Panama
390;2022.4958199999999;Panama;Finland
391;2022.64102;Panama;Algeria
392;2022.52595;Panama;Togo
393;2022.62458;Panama;El Salvador
394;2022.5287;Belgium;Haiti
395;2022.58897;Belgium;Costa Rica
396;2022.48486;Belgium;Poland
397;2022.41061;Belgium;Ecuador
398;2022.35088;Belgium;Bosnia and Herzegovina
399;2022.45479;Bosnia and Herzegovina;Saint Lucia
400;2022.57527;Saint Lucia;Chile
401;2022.55061;Bosnia and Herzegovina;Cameroon
402;2022.32303;Belgium;Qatar
403;2022.51226;Qatar;Kosovo
404;2022.5013;Qatar;Tunisia
405;2022.59477;Belgium;Aruba
406;2022.39915;Belgium;Canada
407;2022.6711599999999;Canada;Moldova
408;2022.50184;Canada;Croatia
409;2022.7615799999999;Croatia;Czech Republic
410;2022.76157;Croatia;North Macedonia
411;2022.51774;Belgium;Mexico
412;2022.56432;Belgium;Trinidad and Tobago
413;2022.48212;Belgium;Portugal
414;2022.35662;Belgium;Gambia
415;2022.64103;Gambia;Angola
416;2022.6876;Gambia;Denmark
417;2022.58897;Gambia;Bolivia
418;2022.4602;Belgium;Serbia
419;2022.60815;Belgium;Italy
420;2022.4958199999999;Belgium;Ukraine
421;2022.56157;Belgium;Sint Maarten
422;2022.64924;Belgium;The Bahamas
423;2022.5478699999999;Belgium;Argentina
424;2022.39562;Belgium;Spain
425;2022.60814;Spain;Montenegro
426;2022.3473199999999;Belgium;Austria
427;2022.6465;Austria;Norway
428;2022.64924;Austria;Philippines
429;2022.50952;Austria;North Macedonia
430;2022.74788;North Macedonia;Qatar
431;2022.58622;Austria;Colombia
432;2022.2683299999999;Belgium;Ecuador
433;2022.58349;Ecuador;Netherlands
434;2022.43281;Ecuador;Sint Maarten
435;2022.43007;Ecuador;Portugal
436;2022.48486;Ecuador;Greece
437;2022.4739;Ecuador;Peru
438;2022.68759;Ecuador;Barbados
439;2022.35337;Ecuador;Slovenia
440;2022.68212;Slovenia;Iceland
441;2022.44068;Slovenia;Spain
442;2022.61089;Spain;Djibouti
443;2022.67938;Spain;Belize
444;2022.55335;Spain;Lebanon
445;2022.44102;Belgium;Norway
446;2022.72869;Belgium;Liechtenstein
447;2022.57253;Belgium;Croatia
448;2022.46842;Belgium;Sint Maarten
449;2022.50129;Belgium;Estonia
450;2022.40914;Belgium;El Salvador
451;2022.6465;Belgium;Austria
452;2022.55609;Belgium;Italy
453;2022.4465;Belgium;Switzerland
454;2022.4531;Belgium;Luxembourg
455;2022.73417;Luxembourg;Bonaire
456;2022.3213799999999;Belgium;Mexico
457;2022.50403;Mexico;Bermuda
458;2022.62732;Mexico;Moldova
459;2022.62732;Mexico;Luxembourg
460;2022.55882;Mexico;Guatemala
461;2022.46841;Mexico;Canada
462;2022.4446;Mexico;Belize
463;2022.69581;Belize;New Zealand
464;2022.53021;Belize;Marshall Islands
465;2022.62458;Marshall Islands;Argentina
466;2022.41959;Belgium;Austria
467;2022.62732;Austria;Denmark
468;2022.76157;Austria;Croatia
469;2022.7369099999999;Austria;Bermuda
470;2022.67938;Austria;Bulgaria
471;2022.59445;Austria;Spain
472;2022.54159;Austria;Hungary
473;2022.7560899999999;Hungary;Ukraine
474;2022.37448;Belgium;Germany
475;2022.5561;Germany;Finland
476;2022.73692;Germany;Switzerland
477;2022.5862399999999;Germany;Canada
478;2022.48487;Germany;Albania
479;2022.58349;Belgium;Liechtenstein
480;2022.36675;Belgium;Peru
481;2022.52596;Peru;Israel
482;2022.5341799999999;Peru;Dominican Republic
483;2022.5287;Peru;Romania
484;2022.38842;Peru;Chile
485;2022.64377;Chile;Sweden
486;2022.6574699999999;Chile;Hong Kong
487;2022.52819;Chile;Mongolia
488;2022.54241;Chile;Sri Lanka
489;2022.56158;Chile;Iceland
490;2022.5670599999999;Chile;Slovenia
491;2022.5862399999999;Chile;Bonaire
492;2022.51774;Chile;China
493;2022.64376;Chile;Mauritius
494;2022.6739;Chile;Bonaire
495;2022.74239;Bonaire;Italy
496;2022.4876;Belgium;Czech Republic
497;2022.42824;Belgium;Panama
498;2022.47116;Belgium;Spain
499;2022.33931;Belgium;Liechtenstein
500;2022.53417;Liechtenstein;Czech Republic
501;2022.32517;Belgium;Spain
502;2022.62732;Spain;Colombia
503;2022.71499;Spain;Japan
504;2022.2508599999999;Belgium;Cyprus
505;2022.35485;Cyprus;Mexico
506;2022.52595;Mexico;France
507;2022.51225;Mexico;Ecuador
508;2022.63006;Mexico;Belize
509;2022.35442;Cyprus;Brazil
510;2022.7369099999999;Brazil;Slovenia
511;2022.52595;Brazil;Greece
512;2022.7369099999999;Greece;Belize
513;2022.52595;Cyprus;Luxembourg
514;2022.71773;Cyprus;Austria
515;2022.71773;Cyprus;Ireland
516;2022.48212;Cyprus;Colombia
517;2022.48485;Cyprus;Denmark
518;2022.3751;Cyprus;Estonia
