;EventTime;Origin;Destination
562;2022.8962400000003;Nigeria;Guatemala
563;2022.80309;Brazil;Argentina
564;2022.8852800000002;Brazil;Guatemala
565;2022.8003500000002;Brazil;Mexico
566;2022.4628500000001;Brazil;Austria
567;2022.78663;Austria;Denmark
568;2022.7318300000002;Austria;Turkey
569;2022.8195100000003;Austria;Greece
570;2022.72636;Austria;Denmark
571;2022.7619700000002;Austria;Switzerland
572;2022.6753700000002;Austria;Ireland
573;2022.8852700000002;Austria;Serbia
574;2022.6597700000002;Austria;Peru
575;2022.7893800000002;Peru;Czech Republic
576;2022.8715700000002;Peru;Lebanon
577;2022.56472;Brazil;Austria
578;2022.7530500000003;Brazil;Papua New Guinea
579;2022.8551400000001;Papua New Guinea;Serbia
580;2022.52906;Brazil;France
581;2022.6346600000002;France;Bulgaria
582;2022.8770500000003;Bulgaria;South Korea
583;2022.8551300000001;France;Saint Lucia
584;2022.89623;France;Ecuador
585;2022.8277400000002;France;New Zealand
586;2022.7126700000001;France;Slovakia
587;2022.81678;Slovakia;Japan
588;2022.8332200000002;Slovakia;Germany
589;2022.73322;France;United Kingdom
590;2022.8880100000001;United Kingdom;Honduras
591;2022.8880100000001;United Kingdom;Hong Kong
592;2022.8852700000002;France;Aruba
593;2022.8085600000002;France;Belgium
594;2022.8113;France;Guadeloupe
595;2022.8989700000002;France;Croatia
596;2022.9099300000003;France;Russia
597;2022.8085600000002;France;Netherlands
598;2022.8195200000002;France;Austria
599;2022.8551400000001;France;Aruba
600;2022.7236200000002;France;Hong Kong
601;2022.7373300000002;France;Democratic Republic of the Congo
602;2022.8880100000001;France;United Kingdom
603;2022.75826;France;Luxembourg
604;2022.9044500000002;Luxembourg;Austria
605;2022.7948600000002;Luxembourg;Aruba
606;2022.81121;Luxembourg;Germany
607;2022.84966;Germany;France
608;2022.8661000000002;Germany;Montenegro
609;2022.8934900000002;Germany;Latvia
610;2022.8852700000002;Germany;Sint Maarten
611;2022.6583400000002;Brazil;South Korea
612;2022.65082;Brazil;France
613;2022.7593700000002;France;Panama
614;2022.9071900000001;Panama;Venezuela
615;2022.75925;Brazil;Ghana
616;2022.6049000000003;Brazil;Jamaica
617;2022.89623;Jamaica;Romania
618;2022.79212;Jamaica;Czech Republic
619;2022.7428000000002;Jamaica;Senegal
620;2022.8085500000002;Jamaica;Iceland
621;2022.8140300000002;Jamaica;Guatemala
622;2022.8688200000001;Guatemala;Lebanon
623;2022.7017200000003;Brazil;Angola
624;2022.6092400000002;Brazil;Nigeria
625;2022.6852800000001;Nigeria;South Africa
626;2022.88254;Brazil;Georgia
627;2022.7292000000002;Brazil;Guatemala
628;2022.8661000000002;Guatemala;Lithuania
629;2022.88802;Guatemala;Uruguay
630;2022.54005;Brazil;Cameroon
631;2022.8140500000002;Cameroon;Morocco
632;2022.6474100000003;Cameroon;Uruguay
633;2022.7072;Uruguay;Switzerland
634;2022.90172;Uruguay;The Bahamas
635;2022.4817300000002;Brazil;Slovakia
636;2022.8934900000002;Slovakia;Ecuador
637;2022.75924;Slovakia;Romania
638;2022.8907400000003;Slovakia;Brazil
639;2022.7373200000002;Slovakia;Israel
640;2022.7455400000001;Slovakia;Mali
641;2022.7619800000002;Slovakia;Ghana
642;2022.8469100000002;Slovakia;Peru
643;2022.86334;Slovakia;Georgia
644;2022.8989600000002;Slovakia;Switzerland
645;2022.79212;Slovakia;Romania
646;2022.74006;Slovakia;Brazil
647;2022.8551300000001;Slovakia;Israel
648;2022.86334;Slovakia;Georgia
649;2022.7592300000001;Slovakia;Mali
650;2022.88252;Slovakia;Costa Rica
651;2022.9044400000002;Slovakia;Peru
652;2022.7756700000002;Slovakia;Ghana
653;2022.7126600000001;Slovakia;France
654;2022.7236200000002;France;Latvia
655;2022.8660900000002;France;Greece
656;2022.7546700000003;France;South Africa
657;2022.8688300000001;South Africa;Peru
658;2022.86884;South Africa;Romania
659;2022.8332200000002;South Africa;Israel
660;2022.4973400000001;USA;Cameroon
661;2022.6536600000002;USA;Italy
662;2022.7461;Italy;South Africa
663;2022.83048;South Africa;Pakistan
664;2022.7948700000002;USA;Germany
665;2022.5958200000002;USA;Brazil
666;2022.6280400000003;Brazil;China
667;2022.7302700000002;China;Austria
668;2022.86884;Austria;Mexico
669;2022.8113;China;Chile
670;2022.7181600000001;China;Japan
671;2022.79761;USA;Croatia
672;2022.6390600000002;USA;Japan
673;2022.8277500000002;Japan;Slovakia
674;2022.8277600000001;Japan;Jamaica
675;2022.88803;Japan;China
676;2022.8633700000003;Japan;Romania
677;2022.7428200000002;Japan;Portugal
678;2022.7976;USA;Israel
679;2022.74007;USA;Japan
680;2022.5308000000002;USA;Germany
681;2022.8277400000002;Germany;Netherlands
682;2022.5773800000002;Germany;France
683;2022.8140400000002;USA;Turkey
684;2022.69349;USA;Uganda
685;2022.8140400000002;USA;Turkey
686;2022.5818700000002;USA;Republic of the Congo
687;2022.82499;Republic of the Congo;Togo
